Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Components,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affected services),Custom field (Allocation),Custom field (App Version),Custom field (Approvals),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Category),Custom field (Category),Custom field (Countermeasure),Custom field (Custom1),Custom field (Date),Custom field (Defect Group),Custom field (Department_whom ),Custom field (Design),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Failure location),Custom field (Gating Stage),Custom field (Issue color),Custom field (Location),Custom field (Locked forms),Custom field (Model),Custom field (Open forms),Custom field (Opportunity value),Custom field (Parts number),Custom field (Progress),Custom field (QE),Custom field (RD Analysis),Custom field (Rank),Custom field (Recovery Method),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Resolve Date),Custom field (Resolver),Custom field (Rework Request form),Satisfaction rating,Custom field (Satisfaction date),Custom field (Serial Number),Custom field (Severity),Custom field (Software Version),Custom field (Stage),Custom field (Start date),Custom field (Status),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (VendorCR),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (responsible),Custom field (uuid),Comment,Comment,Comment,Comment,Status Category,Status Category Changed
[XG32WCMS] Gaming 新增 ASUS Display Widget Center QR code,MONMTK-507,121703,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,12/Dec/23 9:45 AM,25/Jan/24 1:27 PM,20/Mar/24 6:10 PM,25/Jan/24 1:27 PM,XG32WCMS,,0,,"Gaming 新增 ASUS Display Widget Center QR code

附件為OSD tree Spec 1.0.10",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,12/Dec/23 9:45 AM;jason.huang;ROG XG32WCMS OSD Tree Spec._V1.0.10_20231211_2.xlsx;https://amtran.atlassian.net/rest/api/3/attachment/content/105659,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@20813603,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bk2v:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_3814867936_*|*_5_*:*_1_*:*_0,,,25/Jan/24 1:27 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0119 patch fix,,,,Done,25/Jan/24 1:27 PM
[XG32WCMS] DisplayPort Stream下應該只有DisplayPort 1.2/1.4兩個選項才對,MONMTK-506,121678,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 6:02 PM,09/Jan/24 10:22 AM,20/Mar/24 6:10 PM,09/Jan/24 10:22 AM,XG32WCMS,,0,,"現象: DisplayPort Stream下應該只有DisplayPort 1.2/1.4兩個選項才對，且預設為DisplayPort 1.4

如附件圖檔",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,11/Dec/23 6:01 PM;jason.huang;DisplayPort_Stream_items_NG.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105615,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6eb7073b,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjxb:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_2478037446_*|*_5_*:*_1_*:*_0,,,09/Jan/24 10:22 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0105 patch fix,,,,Done,09/Jan/24 10:22 AM
[XG32WCMS] Timer下的OFF前面現在沒有圖示，應該要有,MONMTK-505,121677,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 5:34 PM,20/Dec/23 3:19 PM,20/Mar/24 6:10 PM,20/Dec/23 3:19 PM,XG32WCMS,,0,,現象: TTimer下的OFF前面現在沒有圖示，應該要有。附件為靶機範例,,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,11/Dec/23 5:33 PM;jason.huang;Timer_example.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105614,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7a2f21f9,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjx3:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_769482333_*|*_5_*:*_1_*:*_0,,,20/Dec/23 3:19 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,20/Dec/23 3:19 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,,,Done,20/Dec/23 3:19 PM
[XG32WCMS] Sniper/Sniper night vision 下方選項現在沒有圖示，應該要有,MONMTK-504,121676,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 5:30 PM,20/Dec/23 3:19 PM,20/Mar/24 6:10 PM,20/Dec/23 3:19 PM,XG32WCMS,,0,,現象: Sniper/Sniper night vision 下方選項沒有圖示，附件為靶機範例,,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,11/Dec/23 5:30 PM;jason.huang;Sniper_example.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105612,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@583c04ac,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjwv:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_769728597_*|*_5_*:*_1_*:*_0,,,20/Dec/23 3:19 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,20/Dec/23 3:19 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,,,Done,20/Dec/23 3:19 PM
[XG32WCMS] FPS Counter下面的選項item現在沒有圖示，應該要有,MONMTK-503,121675,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 5:28 PM,20/Dec/23 3:20 PM,20/Mar/24 6:10 PM,20/Dec/23 3:19 PM,XG32WCMS,,0,,現象: FPS Counter下面的選項item沒有圖示，附件為靶機範例,,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,11/Dec/23 5:27 PM;jason.huang;FPS_Counter_items.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105611,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3936a4b8,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjwn:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_769917598_*|*_5_*:*_1_*:*_0,,,20/Dec/23 3:19 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,20/Dec/23 3:20 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,,,Done,20/Dec/23 3:19 PM
[XG32WCMS] Crosshair 下的選項現在順序錯誤，且沒有關閉符號,MONMTK-502,121674,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 5:23 PM,20/Dec/23 3:20 PM,20/Mar/24 6:10 PM,20/Dec/23 3:20 PM,XG32WCMS,,0,,現象: Crosshair 下的選項順序錯誤，且沒有關閉符號，附件圖檔為靶機範例,,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,11/Dec/23 5:22 PM;jason.huang;Crosshair靶機範例.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105610,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@eb3cec7,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjwf:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_770229531_*|*_5_*:*_1_*:*_0,,,20/Dec/23 3:20 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,20/Dec/23 3:20 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,,,Done,20/Dec/23 3:20 PM
[XG32WCMS] Dynamic Crosshair 選取後無功能,MONMTK-501,121673,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 5:18 PM,13/Mar/24 12:59 AM,20/Mar/24 6:10 PM,12/Mar/24 11:25 PM,XG32WCMS,,0,,現象: Dynamic Crosshair 選取後無功能,,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@73e2a43b,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjw7:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,2024-02-20 01:48:57.981,1_*:*_1_*:*_7970790228_*|*_5_*:*_1_*:*_0,,,20/Feb/24 9:48 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;2024/02/19 版本選單有變化，但準心沒有動態變化。,12/Mar/24 11:25 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0312 patch fix,,,Done,12/Mar/24 11:25 PM
[XG32WCMS] 大寫YES變成XES,MONMTK-500,121670,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 5:04 PM,20/Dec/23 3:19 PM,20/Mar/24 6:10 PM,20/Dec/23 3:19 PM,XG32WCMS,,0,,"現象: 大寫YES變成XES

All Reset > YES 變成 XES",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@404886b8,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjvj:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_771247074_*|*_5_*:*_1_*:*_0,,,20/Dec/23 3:19 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,20/Dec/23 3:19 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,,,Done,20/Dec/23 3:19 PM
[XG32WCMS] System Setup下選取items，白色三角形畫異,MONMTK-499,121665,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 4:24 PM,20/Dec/23 3:20 PM,20/Mar/24 6:10 PM,20/Dec/23 3:20 PM,XG32WCMS,,0,,"現象: System Setup下選取items，白色三角形畫異

1. 選到 OSD Setup，下方白色三角形畫異
2. 選到 DisplayPort Stream，上方白色三角形畫異
3. 選語言focus到不同語言，第四層會多出白色三角形",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6ddc5f6d,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjuf:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_773787004_*|*_5_*:*_1_*:*_0,,,20/Dec/23 3:20 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,20/Dec/23 3:20 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,,,Done,20/Dec/23 3:20 PM
[XG32WCMS] OSD大寫W字體過寬,MONMTK-498,121662,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 4:14 PM,09/Jan/24 10:20 AM,20/Mar/24 6:10 PM,09/Jan/24 10:20 AM,XG32WCMS,,0,,"現象: OSD大寫W字體過寬

Menu OSD：Color > Display Color Space > {color:#ff5630}W {color}ide Gamut
Power Setting：{color:#ff5630}W{color} ould you",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@a564a8,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjtr:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_2484402395_*|*_5_*:*_1_*:*_0,,,09/Jan/24 10:20 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0105 patch fix,,,,Done,09/Jan/24 10:20 AM
"[XG32WCMS] Reset按下後, Power Setting OSD有亂碼",MONMTK-497,121660,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 4:04 PM,09/Jan/24 10:22 AM,20/Mar/24 6:10 PM,09/Jan/24 10:21 AM,XG32WCMS,,0,,"現象: Reset按下後, Power Setting OSD有亂碼

如附件圖檔",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,11/Dec/23 4:04 PM;jason.huang;Power_Setting_OSD_Abnormal.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105598,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7e3139c9,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjtb:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_2485019035_*|*_5_*:*_1_*:*_0,,,09/Jan/24 10:21 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0105 patch fix,,,,Done,09/Jan/24 10:21 AM
[XG32WCMS] Menu OSD PIP/PBP 與Spec有落差,MONMTK-496,121659,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 3:55 PM,09/Jan/24 10:19 AM,20/Mar/24 6:10 PM,09/Jan/24 10:19 AM,XG32WCMS,,0,,"現象: Menu OSD PIP/PBP 與Spec有落差，詳見圖檔

PIPPBP_1_select_mode.png: 選取視窗的模式
PIPPBP_2_ex_PIP_RT_mode.png: 例如選取了PIP右上模式
PIPPBP_3_Main_Window_Source.png: PIP/PBP Source Main Window
PIPPBP_4_Sub_Window_Source.png: PIP/PBP Source Sub Window
PIPPBP_5_Main_Window_Color.png: PIP/PBP Color Setting Main Window
PIPPBP_6_Sub_Window_Color.png: PIP/PBP Color Setting Sub Window
PIPPBP_7_PIP Size.png: PIP Size, 只有選取PIP模式才能操作, PBP或是OFF則是要反灰",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,11/Dec/23 3:38 PM;jason.huang;PIPPBP_1_select_mode.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105593,11/Dec/23 3:42 PM;jason.huang;PIPPBP_2_ex_PIP_RT_mode.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105592,11/Dec/23 3:48 PM;jason.huang;PIPPBP_3_Main_Window_Source.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105591,11/Dec/23 3:56 PM;jason.huang;PIPPBP_4_Sub_Window_Source.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105594,11/Dec/23 3:56 PM;jason.huang;PIPPBP_5_Main_Window_Color.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105595,11/Dec/23 3:56 PM;jason.huang;PIPPBP_6_Sub_Window_Color.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105596,11/Dec/23 3:56 PM;jason.huang;PIPPBP_7_PIP Size.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105597,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3578f1a9,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjt3:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_2485420622_*|*_5_*:*_1_*:*_0,,,09/Jan/24 10:19 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0105 patch fix,,,,Done,09/Jan/24 10:19 AM
"[XG32WCMS] Input 選項目前沒有顯示USB-C, 而是DisplayPort",MONMTK-495,121656,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 3:23 PM,09/Jan/24 10:18 AM,20/Mar/24 6:10 PM,09/Jan/24 10:18 AM,XG32WCMS,,0,,"現象: Input 選項目前沒有顯示USB-C, 而是DisplayPort

Menu OSD Input Select、input Hot Menu",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@a02b80e,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjsf:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_2487317133_*|*_5_*:*_1_*:*_0,,,09/Jan/24 10:18 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0105 patch fix,,,,Done,09/Jan/24 10:18 AM
[XG32WCMS] Menu OSD Color 下目前沒有 Six‐axis Saturation，應該要有,MONMTK-494,121654,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 3:18 PM,20/Dec/23 3:21 PM,20/Mar/24 6:10 PM,20/Dec/23 3:20 PM,XG32WCMS,,0,,"現象: Menu OSD Color 下沒有 Six‐axis Saturation

OSD tree Spec有此選項",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@21291dc2,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjrz:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_777770061_*|*_5_*:*_1_*:*_0,,,20/Dec/23 3:20 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,20/Dec/23 3:21 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,,,Done,20/Dec/23 3:20 PM
[XG32WCMS] Menu OSD Focus在Color Temp，色溫字串錯誤,MONMTK-493,121653,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 3:15 PM,20/Dec/23 3:21 PM,20/Mar/24 6:10 PM,20/Dec/23 3:21 PM,XG32WCMS,,0,,"現象: Menu OSD Focus在Color Temp，色溫字串錯誤，如附件圖檔

選取Image > Color Temp，此時發現後續選項的色溫字串錯誤
再選取到第三層，字串正確，回第二層又錯誤",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,11/Dec/23 3:14 PM;jason.huang;ColorTemp_L2_NG.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105583,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@772dfa04,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjrr:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_777920514_*|*_5_*:*_1_*:*_0,,,20/Dec/23 3:21 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,20/Dec/23 3:21 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,,,Done,20/Dec/23 3:21 PM
[XG32WCMS] Aspect Control OSD items 錯誤太多,MONMTK-492,121651,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 3:07 PM,20/Dec/23 3:21 PM,20/Mar/24 6:10 PM,20/Dec/23 3:21 PM,XG32WCMS,,0,,"Aspect Control OSD items 錯誤太多

附件圖檔為SPEC以及目前狀態",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,11/Dec/23 3:07 PM;jason.huang;NG_Aspect_Control.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105581,11/Dec/23 3:06 PM;jason.huang;OSD_Aspect_Control.png;https://amtran.atlassian.net/rest/api/3/attachment/content/105580,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@52aa8f1,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bjrb:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_778422723_*|*_5_*:*_1_*:*_0,,,20/Dec/23 3:21 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,20/Dec/23 3:21 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,,,Done,20/Dec/23 3:21 PM
[XG32WCMS] 開啟Night Vision功能異常,MONMTK-491,121650,Bug,Resolved,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,11/Dec/23 3:00 PM,19/Mar/24 7:59 PM,20/Mar/24 6:10 PM,19/Mar/24 6:52 PM,XG32WCMS,,0,,"現象一: Reset後，開啟Night Vision出現畫異
現象二: 開啟Night Vision，接著做AC cycle，畫面不是一片綠

根據ASUS之前機種Night Vision功能應該會是偏綠畫面",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@394c2e39,,,,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0bjr3:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,2024-03-06 06:17:19.932,1_*:*_1_*:*_8567516394_*|*_5_*:*_1_*:*_0,,,06/Mar/24 2:17 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE012版本，測試依然Night Vision功能異常,19/Mar/24 6:52 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;0319校正過後的機器會正常,,,Done,19/Mar/24 6:52 PM
